6,6
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,22,16,17,19,20,27,21,28,18,0,26,33,29,23,24,25,31,32,34,35,30,16,16
1,2,3,4,0,5,7,8,9,10,11,6,13,14,15,16,17,12,19,20,21,23,24,18,26,27,28,22,29,30,25,31,32,33,34,35,17,16
1,2,3,4,11,5,7,8,9,0,17,6,13,14,21,10,15,12,19,20,22,23,16,18,25,26,27,28,29,24,31,32,33,34,35,30,15,16
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,29,23,19,20,21,0,22,17,25,26,27,28,30,18,31,32,33,34,24,35,9,14
1,2,3,4,5,6,7,8,9,10,11,12,19,13,15,16,17,18,25,14,20,22,23,24,31,26,21,29,0,30,32,33,28,27,34,35,15,16
1,2,0,4,5,6,7,8,3,16,10,12,13,14,9,15,11,23,19,20,21,22,29,17,25,26,27,28,24,18,31,32,33,34,35,30,13,16
1,2,3,4,0,6,7,8,9,11,5,12,13,14,17,10,23,18,19,20,16,15,22,24,25,26,21,27,28,29,31,32,33,34,35,30,14,16
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23,29,24,31,25,27,28,22,30,26,32,33,0,34,35,9,10
1,2,9,3,5,6,7,0,8,4,10,12,13,14,15,16,11,18,19,20,21,22,17,23,25,26,28,29,30,24,31,32,27,33,34,35,17,16
1,2,3,4,5,6,7,8,9,10,11,12,13,14,0,16,17,18,19,20,15,21,28,24,25,26,27,23,34,29,31,32,33,35,22,30,10,14
