6,6
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,22,16,17,19,20,27,21,28,18,0,26,33,29,23,24,25,31,32,34,35,30,16,16
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,22,16,17,19,20,27,21,28,18,25,26,33,29,23,24,0,31,32,34,35,30,15,15
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,22,16,17,19,20,27,21,28,18,25,26,33,29,23,24,31,0,32,34,35,30,14,14
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,22,16,17,19,20,27,21,28,18,25,26,33,29,23,24,31,32,0,34,35,30,13,13
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,22,16,17,19,20,27,21,28,18,25,26,0,29,23,24,31,32,33,34,35,30,12,12
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,22,16,17,19,20,0,21,28,18,25,26,27,29,23,24,31,32,33,34,35,30,11,11
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,22,16,17,19,20,21,0,28,18,25,26,27,29,23,24,31,32,33,34,35,30,10,10
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,22,16,17,19,20,21,28,0,18,25,26,27,29,23,24,31,32,33,34,35,30,10,9
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,22,16,17,19,20,21,28,23,18,25,26,27,29,0,24,31,32,33,34,35,30,9,8
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,22,16,17,19,20,21,28,23,18,25,26,27,0,29,24,31,32,33,34,35,30,8,7
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,22,16,17,19,20,21,0,23,18,25,26,27,28,29,24,31,32,33,34,35,30,7,6
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,0,16,17,19,20,21,22,23,18,25,26,27,28,29,24,31,32,33,34,35,30,6,5
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,17,19,20,21,22,23,18,25,26,27,28,29,24,31,32,33,34,35,30,5,4
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,0,19,20,21,22,23,18,25,26,27,28,29,24,31,32,33,34,35,30,4,3
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,0,25,26,27,28,29,24,31,32,33,34,35,30,3,2
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,0,31,32,33,34,35,30,2,1
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,0,0,0
