8,8
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,30,21,23,24,25,26,27,28,29,0,22,32,33,34,35,36,39,46,31,40,41,42,43,44,37,45,38,47,49,50,51,52,53,54,55,48,57,58,59,60,61,62,63,56,13,16
9,3,19,4,0,6,7,8,17,1,11,14,5,22,15,16,10,2,18,12,20,13,23,24,25,26,27,28,21,29,31,32,33,34,35,36,37,30,38,39,41,42,43,44,45,46,47,40,49,50,51,52,53,54,55,48,57,58,59,60,61,62,63,56,23,28
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,40,33,35,42,36,53,37,38,48,41,34,43,0,44,45,31,39,49,50,51,52,61,46,47,55,57,58,59,60,54,62,63,56,20,24
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,42,43,52,0,60,45,47,48,41,58,49,50,44,46,54,63,57,51,59,61,53,62,56,55,19,28
1,2,3,12,0,23,6,8,9,10,11,5,4,14,7,15,17,18,19,20,13,21,22,16,25,26,27,28,29,30,31,24,33,34,35,36,37,38,39,32,41,42,43,44,45,46,48,40,49,50,51,52,53,55,47,56,57,58,59,60,61,54,62,63,21,24
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,50,42,44,45,0,47,48,49,58,43,60,52,46,54,63,57,51,59,53,61,62,56,55,14,18
2,9,3,4,5,6,7,8,1,10,11,12,13,14,15,16,0,18,19,20,21,22,23,24,17,26,27,28,29,30,31,32,25,34,35,36,37,38,39,40,33,42,43,44,61,45,47,48,41,49,59,51,52,46,54,55,57,50,58,60,62,53,63,56,22,24
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,30,23,24,25,26,19,28,29,31,32,40,34,35,27,36,37,38,47,39,33,42,43,44,45,46,55,48,41,50,51,52,53,54,62,56,49,0,57,58,59,60,61,63,25,30
1,2,3,4,5,14,6,8,9,10,11,12,13,22,7,23,17,18,19,20,21,31,30,16,25,26,27,28,37,29,24,15,33,34,35,36,45,38,40,32,41,42,43,44,46,0,39,47,49,50,51,52,53,54,56,48,57,58,59,60,61,62,55,63,23,28
1,2,3,4,13,5,6,7,9,10,19,11,12,14,15,8,17,18,20,28,21,22,23,16,25,26,27,36,29,30,31,24,33,42,34,35,37,38,39,32,41,50,43,0,45,47,48,40,49,58,51,44,53,46,54,55,57,59,60,52,61,62,63,56,31,30
