4,4
0,9,2,14,1,13,8,5,6,4,15,10,12,7,11,3,16,38
1,9,2,14,0,13,8,5,6,4,15,10,12,7,11,3,15,37
1,9,2,14,13,0,8,5,6,4,15,10,12,7,11,3,15,36
1,9,2,14,13,8,0,5,6,4,15,10,12,7,11,3,15,37
1,9,0,14,13,8,2,5,6,4,15,10,12,7,11,3,15,38
1,0,9,14,13,8,2,5,6,4,15,10,12,7,11,3,15,39
1,8,9,14,13,0,2,5,6,4,15,10,12,7,11,3,15,40
1,8,9,14,13,4,2,5,6,0,15,10,12,7,11,3,15,39
1,8,9,14,13,4,2,5,6,7,15,10,12,0,11,3,15,38
1,8,9,14,13,4,2,5,6,7,15,10,12,11,0,3,15,39
1,8,9,14,13,4,2,5,6,7,0,10,12,11,15,3,14,38
1,8,9,14,13,4,2,5,6,0,7,10,12,11,15,3,14,37
1,8,9,14,13,4,2,5,6,11,7,10,12,0,15,3,14,36
1,8,9,14,13,4,2,5,6,11,7,10,12,15,0,3,15,37
1,8,9,14,13,4,2,5,6,11,7,10,12,15,3,0,14,36
1,8,9,14,13,4,2,5,6,11,7,0,12,15,3,10,15,37
1,8,9,14,13,4,2,5,6,11,0,7,12,15,3,10,15,38
1,8,9,14,13,4,2,5,6,11,3,7,12,15,0,10,15,37
1,8,9,14,13,4,2,5,6,11,3,7,12,0,15,10,14,36
1,8,9,14,13,4,2,5,6,0,3,7,12,11,15,10,14,37
1,8,9,14,13,4,2,5,0,6,3,7,12,11,15,10,14,36
1,8,9,14,13,4,2,5,12,6,3,7,0,11,15,10,14,35
1,8,9,14,13,4,2,5,12,6,3,7,11,0,15,10,14,36
1,8,9,14,13,4,2,5,12,6,3,7,11,15,0,10,15,37
1,8,9,14,13,4,2,5,12,6,0,7,11,15,3,10,15,38
1,8,9,14,13,4,2,5,12,0,6,7,11,15,3,10,15,39
1,8,9,14,13,4,2,5,12,15,6,7,11,0,3,10,15,40
1,8,9,14,13,4,2,5,12,15,6,7,0,11,3,10,15,39
1,8,9,14,13,4,2,5,0,15,6,7,12,11,3,10,15,40
1,8,9,14,13,4,2,5,15,0,6,7,12,11,3,10,15,41
1,8,9,14,13,4,2,5,15,11,6,7,12,0,3,10,15,40
1,8,9,14,13,4,2,5,15,11,6,7,0,12,3,10,15,39
1,8,9,14,13,4,2,5,0,11,6,7,15,12,3,10,15,38
1,8,9,14,0,4,2,5,13,11,6,7,15,12,3,10,15,37
0,8,9,14,1,4,2,5,13,11,6,7,15,12,3,10,16,38
8,0,9,14,1,4,2,5,13,11,6,7,15,12,3,10,16,39
8,9,0,14,1,4,2,5,13,11,6,7,15,12,3,10,16,38
8,9,14,0,1,4,2,5,13,11,6,7,15,12,3,10,16,37
8,9,14,5,1,4,2,0,13,11,6,7,15,12,3,10,16,38
8,9,14,5,1,4,0,2,13,11,6,7,15,12,3,10,16,39
8,9,0,5,1,4,14,2,13,11,6,7,15,12,3,10,16,38
8,9,5,0,1,4,14,2,13,11,6,7,15,12,3,10,16,37
8,9,5,2,1,4,14,0,13,11,6,7,15,12,3,10,16,36
8,9,5,2,1,4,0,14,13,11,6,7,15,12,3,10,16,37
8,9,0,2,1,4,5,14,13,11,6,7,15,12,3,10,16,36
8,0,9,2,1,4,5,14,13,11,6,7,15,12,3,10,16,37
0,8,9,2,1,4,5,14,13,11,6,7,15,12,3,10,16,36
1,8,9,2,0,4,5,14,13,11,6,7,15,12,3,10,15,35
1,8,9,2,4,0,5,14,13,11,6,7,15,12,3,10,15,36
1,8,9,2,4,11,5,14,13,0,6,7,15,12,3,10,15,37
1,8,9,2,4,11,5,14,13,12,6,7,15,0,3,10,15,36
1,8,9,2,4,11,5,14,13,12,6,7,0,15,3,10,15,35
1,8,9,2,4,11,5,14,0,12,6,7,13,15,3,10,14,34
1,8,9,2,0,11,5,14,4,12,6,7,13,15,3,10,14,35
0,8,9,2,1,11,5,14,4,12,6,7,13,15,3,10,15,36
8,0,9,2,1,11,5,14,4,12,6,7,13,15,3,10,15,37
8,9,0,2,1,11,5,14,4,12,6,7,13,15,3,10,15,36
8,9,5,2,1,11,0,14,4,12,6,7,13,15,3,10,15,37
8,9,5,2,1,11,6,14,4,12,0,7,13,15,3,10,15,36
8,9,5,2,1,11,6,14,4,12,3,7,13,15,0,10,15,35
8,9,5,2,1,11,6,14,4,12,3,7,13,0,15,10,14,34
8,9,5,2,1,11,6,14,4,12,3,7,0,13,15,10,15,35
8,9,5,2,1,11,6,14,0,12,3,7,4,13,15,10,15,36
8,9,5,2,0,11,6,14,1,12,3,7,4,13,15,10,15,37
0,9,5,2,8,11,6,14,1,12,3,7,4,13,15,10,15,36
9,0,5,2,8,11,6,14,1,12,3,7,4,13,15,10,15,35
9,5,0,2,8,11,6,14,1,12,3,7,4,13,15,10,15,34
9,5,6,2,8,11,0,14,1,12,3,7,4,13,15,10,15,35
9,5,6,2,8,0,11,14,1,12,3,7,4,13,15,10,15,34
9,5,6,2,8,12,11,14,1,0,3,7,4,13,15,10,15,35
9,5,6,2,8,12,11,14,0,1,3,7,4,13,15,10,15,36
9,5,6,2,0,12,11,14,8,1,3,7,4,13,15,10,15,37
0,5,6,2,9,12,11,14,8,1,3,7,4,13,15,10,15,36
5,0,6,2,9,12,11,14,8,1,3,7,4,13,15,10,15,35
5,12,6,2,9,0,11,14,8,1,3,7,4,13,15,10,15,36
5,12,6,2,9,11,0,14,8,1,3,7,4,13,15,10,15,37
5,12,6,2,9,11,14,0,8,1,3,7,4,13,15,10,15,36
5,12,6,0,9,11,14,2,8,1,3,7,4,13,15,10,15,37
5,12,0,6,9,11,14,2,8,1,3,7,4,13,15,10,15,38
5,12,14,6,9,11,0,2,8,1,3,7,4,13,15,10,15,39
5,12,14,6,9,11,3,2,8,1,0,7,4,13,15,10,15,38
5,12,14,6,9,11,3,2,8,1,15,7,4,13,0,10,16,39
5,12,14,6,9,11,3,2,8,1,15,7,4,13,10,0,15,38
5,12,14,6,9,11,3,2,8,1,15,0,4,13,10,7,16,39
5,12,14,6,9,11,3,0,8,1,15,2,4,13,10,7,16,40
5,12,14,0,9,11,3,6,8,1,15,2,4,13,10,7,16,39
5,12,0,14,9,11,3,6,8,1,15,2,4,13,10,7,16,40
5,0,12,14,9,11,3,6,8,1,15,2,4,13,10,7,16,39
0,5,12,14,9,11,3,6,8,1,15,2,4,13,10,7,16,40
9,5,12,14,0,11,3,6,8,1,15,2,4,13,10,7,16,41
9,5,12,14,8,11,3,6,0,1,15,2,4,13,10,7,16,40
9,5,12,14,8,11,3,6,1,0,15,2,4,13,10,7,16,39
9,5,12,14,8,11,3,6,1,13,15,2,4,0,10,7,16,40
9,5,12,14,8,11,3,6,1,13,15,2,4,10,0,7,16,39
9,5,12,14,8,11,3,6,1,13,0,2,4,10,15,7,15,38
9,5,12,14,8,11,3,6,1,0,13,2,4,10,15,7,15,39
9,5,12,14,8,0,3,6,1,11,13,2,4,10,15,7,15,38
9,0,12,14,8,5,3,6,1,11,13,2,4,10,15,7,15,37
