4,8
29,25,17,21,5,1,4,13,19,10,2,23,11,0,14,6,12,22,7,3,24,28,8,26,18,27,9,30,16,20,15,31,30,98
29,25,17,21,5,1,4,13,19,10,2,23,11,28,14,6,12,22,7,3,24,0,8,26,18,27,9,30,16,20,15,31,30,99
29,25,17,21,5,1,4,13,19,10,2,23,11,28,14,6,12,22,7,3,24,20,8,26,18,27,9,30,16,0,15,31,30,98
29,25,17,21,5,1,4,13,19,10,2,23,11,28,14,6,12,22,7,3,24,20,8,26,18,27,9,30,16,15,0,31,30,99
29,25,17,21,5,1,4,13,19,10,2,23,11,28,14,6,12,22,7,3,24,20,8,26,18,27,9,30,16,15,31,0,28,98
29,25,17,21,5,1,4,13,19,10,2,23,11,28,14,6,12,22,7,3,24,20,8,0,18,27,9,30,16,15,31,26,29,97
29,25,17,21,5,1,4,13,19,10,2,23,11,28,14,6,12,22,7,3,24,20,0,8,18,27,9,30,16,15,31,26,29,96
29,25,17,21,5,1,4,13,19,10,2,23,11,28,14,6,12,22,7,3,24,0,20,8,18,27,9,30,16,15,31,26,29,97
29,25,17,21,5,1,4,13,19,10,2,23,11,28,14,6,12,22,7,3,0,24,20,8,18,27,9,30,16,15,31,26,29,96
29,25,17,21,5,1,4,13,19,10,2,23,11,28,14,6,12,22,7,0,3,24,20,8,18,27,9,30,16,15,31,26,29,97
29,25,17,21,5,1,4,13,19,10,2,23,11,28,14,6,12,22,0,7,3,24,20,8,18,27,9,30,16,15,31,26,29,96
29,25,17,21,5,1,4,13,19,10,2,23,11,28,14,6,12,0,22,7,3,24,20,8,18,27,9,30,16,15,31,26,29,95
29,25,17,21,5,1,4,13,19,10,2,23,11,28,14,6,0,12,22,7,3,24,20,8,18,27,9,30,16,15,31,26,29,94
29,25,17,21,5,1,4,13,0,10,2,23,11,28,14,6,19,12,22,7,3,24,20,8,18,27,9,30,16,15,31,26,29,93
29,25,17,21,5,1,4,13,10,0,2,23,11,28,14,6,19,12,22,7,3,24,20,8,18,27,9,30,16,15,31,26,30,94
29,25,17,21,5,1,4,13,10,12,2,23,11,28,14,6,19,0,22,7,3,24,20,8,18,27,9,30,16,15,31,26,30,93
29,25,17,21,5,1,4,13,10,12,2,23,11,28,14,6,0,19,22,7,3,24,20,8,18,27,9,30,16,15,31,26,30,92
29,25,17,21,5,1,4,13,10,12,2,23,11,28,14,6,18,19,22,7,3,24,20,8,0,27,9,30,16,15,31,26,30,91
29,25,17,21,5,1,4,13,10,12,2,23,11,28,14,6,18,19,22,7,3,24,20,8,27,0,9,30,16,15,31,26,30,92
29,25,17,21,5,1,4,13,10,12,2,23,11,28,14,6,18,19,22,7,3,24,20,8,27,9,0,30,16,15,31,26,30,91
29,25,17,21,5,1,4,13,10,12,2,23,11,28,14,6,18,19,0,7,3,24,20,8,27,9,22,30,16,15,31,26,30,92
