8,8
57,54,39,9,37,8,38,2,41,62,10,3,24,4,6,60,0,20,42,45,36,44,11,34,18,29,43,5,52,16,56,31,35,49,26,15,13,61,50,19,51,59,14,27,28,48,32,46,21,12,40,63,22,7,25,55,47,33,58,30,17,23,53,1,64,296
23,51,44,54,7,36,1,45,42,37,20,55,6,17,61,30,48,13,21,11,14,9,32,12,2,8,18,0,46,43,34,26,33,50,57,22,24,16,35,28,19,49,3,52,15,31,5,62,39,53,59,40,27,47,38,29,58,25,10,4,63,56,60,41,63,294
9,32,16,46,41,10,29,31,3,2,49,45,50,6,53,37,57,54,28,56,24,22,63,51,15,27,1,25,62,21,48,4,38,18,14,30,39,19,12,43,35,11,17,0,55,33,58,5,34,26,8,20,61,13,40,44,59,47,52,36,60,7,23,42,63,302
49,48,27,46,38,35,23,45,37,57,39,18,63,40,5,30,16,19,22,10,13,1,32,58,43,50,21,36,41,53,20,15,29,51,9,56,42,11,25,61,60,26,62,12,7,28,54,59,47,14,8,55,34,2,3,17,4,0,6,52,24,44,33,31,64,348
2,39,24,16,43,37,41,8,36,50,46,20,6,49,15,56,45,22,18,47,53,33,23,60,10,14,38,0,59,28,62,27,3,52,11,19,1,25,34,51,32,40,13,7,35,31,9,29,57,12,61,63,48,26,55,30,5,58,44,42,4,17,54,21,59,320
22,24,25,26,53,14,34,46,52,2,40,44,49,48,7,39,31,10,23,59,51,11,33,27,43,32,47,50,37,30,19,18,29,41,21,57,56,61,58,9,3,28,62,36,6,20,55,16,4,5,17,63,35,42,54,8,1,38,60,0,45,12,15,13,63,326
33,30,22,42,1,56,7,57,12,47,15,28,13,4,38,3,21,25,54,16,26,39,23,18,17,5,55,48,2,34,8,6,31,50,63,43,19,61,10,20,62,45,46,36,35,51,60,27,0,41,49,9,14,52,53,40,24,11,44,37,59,32,29,58,61,294
60,20,0,17,9,3,21,14,1,58,61,11,4,42,5,53,26,46,32,19,51,24,7,45,22,43,15,37,2,13,50,23,28,52,63,40,59,10,16,18,35,31,30,8,38,34,62,6,49,55,39,44,25,56,48,33,12,57,27,47,54,36,41,29,63,296
50,3,59,34,51,24,54,20,11,63,55,15,14,23,48,22,9,10,32,5,33,47,52,43,37,6,13,0,26,7,8,60,38,30,17,62,44,36,18,19,2,21,58,41,1,29,31,57,46,27,4,25,16,53,61,28,56,45,35,39,40,49,12,42,64,324
16,41,63,27,40,42,1,57,30,13,62,2,26,17,25,52,23,56,35,45,33,60,31,29,21,18,59,9,58,6,14,46,10,61,50,38,3,24,11,55,19,49,7,22,36,48,20,54,51,34,0,53,8,15,43,4,47,44,12,5,39,32,28,37,64,342
