6,6
22,13,19,23,17,8,25,27,16,12,21,5,11,10,31,18,24,7,30,14,15,28,4,3,9,2,0,32,26,35,29,1,20,33,34,6,36,122
22,13,19,23,17,8,25,27,16,12,21,5,11,10,31,18,24,7,30,14,15,28,4,3,9,2,20,32,26,35,29,1,0,33,34,6,36,121
22,13,19,23,17,8,25,27,16,12,21,5,11,10,31,18,24,7,30,14,15,28,4,3,9,2,20,32,26,35,29,1,33,0,34,6,35,120
22,13,19,23,17,8,25,27,16,12,21,5,11,10,31,18,24,7,30,14,15,28,4,3,9,2,20,0,26,35,29,1,33,32,34,6,35,119
22,13,19,23,17,8,25,27,16,12,21,5,11,10,31,18,24,7,30,14,15,28,4,3,9,2,0,20,26,35,29,1,33,32,34,6,35,120
22,13,19,23,17,8,25,27,16,12,21,5,11,10,31,18,24,7,30,14,15,28,4,3,9,0,2,20,26,35,29,1,33,32,34,6,35,121
22,13,19,23,17,8,25,27,16,12,21,5,11,10,31,18,24,7,30,14,15,28,4,3,9,1,2,20,26,35,29,0,33,32,34,6,35,120
22,13,19,23,17,8,25,27,16,12,21,5,11,10,31,18,24,7,30,14,15,28,4,3,9,1,2,20,26,35,29,33,0,32,34,6,36,121
22,13,19,23,17,8,25,27,16,12,21,5,11,10,31,18,24,7,30,14,15,28,4,3,9,1,2,20,26,35,29,33,32,0,34,6,36,120
22,13,19,23,17,8,25,27,16,12,21,5,11,10,31,18,24,7,30,14,15,28,4,3,9,1,2,20,26,35,29,33,32,34,0,6,35,119
22,13,19,23,17,8,25,27,16,12,21,5,11,10,31,18,24,7,30,14,15,28,4,3,9,1,2,20,0,35,29,33,32,34,26,6,35,120
22,13,19,23,17,8,25,27,16,12,21,5,11,10,31,18,24,7,30,14,15,28,4,3,9,1,2,0,20,35,29,33,32,34,26,6,35,121
22,13,19,23,17,8,25,27,16,12,21,5,11,10,31,18,24,7,30,14,15,0,4,3,9,1,2,28,20,35,29,33,32,34,26,6,34,120
22,13,19,23,17,8,25,27,16,12,21,5,11,10,31,18,24,7,30,14,15,4,0,3,9,1,2,28,20,35,29,33,32,34,26,6,34,119
22,13,19,23,17,8,25,27,16,12,21,5,11,10,31,18,24,7,30,14,15,4,3,0,9,1,2,28,20,35,29,33,32,34,26,6,34,118
22,13,19,23,17,8,25,27,16,12,21,5,11,10,31,18,24,0,30,14,15,4,3,7,9,1,2,28,20,35,29,33,32,34,26,6,34,119
22,13,19,23,17,8,25,27,16,12,21,5,11,10,31,18,0,24,30,14,15,4,3,7,9,1,2,28,20,35,29,33,32,34,26,6,34,118
22,13,19,23,17,8,25,27,16,12,21,5,11,10,31,18,3,24,30,14,15,4,0,7,9,1,2,28,20,35,29,33,32,34,26,6,34,117
22,13,19,23,17,8,25,27,16,12,21,5,11,10,31,18,3,24,30,14,15,4,7,0,9,1,2,28,20,35,29,33,32,34,26,6,34,116
22,13,19,23,17,8,25,27,16,12,21,5,11,10,31,18,3,0,30,14,15,4,7,24,9,1,2,28,20,35,29,33,32,34,26,6,33,115
22,13,19,23,17,8,25,27,16,12,21,5,11,10,31,18,0,3,30,14,15,4,7,24,9,1,2,28,20,35,29,33,32,34,26,6,33,116
22,13,19,23,17,8,25,27,16,12,21,5,11,10,31,18,7,3,30,14,15,4,0,24,9,1,2,28,20,35,29,33,32,34,26,6,33,115
22,13,19,23,17,8,25,27,16,12,21,5,11,10,31,18,7,3,30,14,15,4,24,0,9,1,2,28,20,35,29,33,32,34,26,6,34,116
22,13,19,23,17,8,25,27,16,12,21,5,11,10,31,18,7,0,30,14,15,4,24,3,9,1,2,28,20,35,29,33,32,34,26,6,34,117
22,13,19,23,17,8,25,27,16,12,21,0,11,10,31,18,7,5,30,14,15,4,24,3,9,1,2,28,20,35,29,33,32,34,26,6,34,118
22,13,19,23,17,8,25,27,16,12,0,21,11,10,31,18,7,5,30,14,15,4,24,3,9,1,2,28,20,35,29,33,32,34,26,6,34,119
22,13,19,23,0,8,25,27,16,12,17,21,11,10,31,18,7,5,30,14,15,4,24,3,9,1,2,28,20,35,29,33,32,34,26,6,34,118
22,13,19,0,23,8,25,27,16,12,17,21,11,10,31,18,7,5,30,14,15,4,24,3,9,1,2,28,20,35,29,33,32,34,26,6,34,117
22,13,0,19,23,8,25,27,16,12,17,21,11,10,31,18,7,5,30,14,15,4,24,3,9,1,2,28,20,35,29,33,32,34,26,6,34,118
22,13,16,19,23,8,25,27,0,12,17,21,11,10,31,18,7,5,30,14,15,4,24,3,9,1,2,28,20,35,29,33,32,34,26,6,34,119
22,13,16,19,23,8,25,27,12,0,17,21,11,10,31,18,7,5,30,14,15,4,24,3,9,1,2,28,20,35,29,33,32,34,26,6,34,120
22,13,16,0,23,8,25,27,12,19,17,21,11,10,31,18,7,5,30,14,15,4,24,3,9,1,2,28,20,35,29,33,32,34,26,6,34,119
22,13,16,23,0,8,25,27,12,19,17,21,11,10,31,18,7,5,30,14,15,4,24,3,9,1,2,28,20,35,29,33,32,34,26,6,34,120
22,13,16,23,8,0,25,27,12,19,17,21,11,10,31,18,7,5,30,14,15,4,24,3,9,1,2,28,20,35,29,33,32,34,26,6,34,119
22,13,16,23,8,21,25,27,12,19,17,0,11,10,31,18,7,5,30,14,15,4,24,3,9,1,2,28,20,35,29,33,32,34,26,6,34,120
22,13,16,23,8,21,25,27,12,19,17,5,11,10,31,18,7,0,30,14,15,4,24,3,9,1,2,28,20,35,29,33,32,34,26,6,34,119
22,13,16,23,8,21,25,27,12,19,17,5,11,10,31,18,0,7,30,14,15,4,24,3,9,1,2,28,20,35,29,33,32,34,26,6,34,120
22,13,16,23,8,21,25,27,12,19,0,5,11,10,31,18,17,7,30,14,15,4,24,3,9,1,2,28,20,35,29,33,32,34,26,6,33,119
22,13,16,23,8,21,25,27,12,19,5,0,11,10,31,18,17,7,30,14,15,4,24,3,9,1,2,28,20,35,29,33,32,34,26,6,33,118
22,13,16,23,8,0,25,27,12,19,5,21,11,10,31,18,17,7,30,14,15,4,24,3,9,1,2,28,20,35,29,33,32,34,26,6,33,117
