6,6
9,22,13,19,10,6,32,7,20,17,33,31,5,11,30,8,26,23,4,0,28,2,25,3,21,34,1,18,29,12,16,27,24,15,14,35,34,138
12,11,4,19,24,26,17,27,33,13,5,14,1,23,9,15,3,30,10,16,7,32,29,0,35,6,31,20,21,25,34,8,22,18,28,2,36,136
6,27,12,13,0,26,15,3,8,18,2,22,7,14,25,29,24,9,4,33,31,10,11,23,17,19,34,30,28,16,1,5,21,20,35,32,34,116
22,13,19,23,17,8,25,27,16,12,21,5,11,10,31,18,24,7,30,14,15,28,4,3,9,2,0,32,26,35,29,1,20,33,34,6,36,122
21,12,29,35,27,20,28,9,2,6,30,13,0,17,5,16,8,18,19,33,26,25,11,14,22,32,31,23,24,10,3,4,15,7,1,34,33,136
33,3,11,4,15,2,10,21,16,28,35,17,30,1,23,9,31,32,14,13,8,25,18,19,5,24,12,27,34,20,29,0,26,7,6,22,35,134
1,22,6,30,33,23,32,7,14,28,20,35,29,15,2,12,8,24,19,31,11,18,9,0,10,5,27,16,4,13,34,21,3,26,25,17,33,128
16,33,2,28,17,21,12,8,30,0,32,23,20,22,26,11,5,15,14,25,27,24,29,18,9,34,4,19,6,13,3,31,1,10,35,7,34,126
10,19,8,6,30,21,5,27,35,0,15,22,33,1,20,13,24,32,34,4,17,18,11,25,26,2,28,31,7,9,3,29,14,12,16,23,36,142
19,20,9,2,8,17,3,15,12,22,21,14,0,11,28,5,13,24,33,1,32,26,6,10,30,31,23,34,7,29,18,16,27,35,4,25,36,118
