4,4
11,13,0,8,3,4,5,2,10,7,1,6,12,14,9,15,15,38
11,0,13,8,3,4,5,2,10,7,1,6,12,14,9,15,15,39
11,4,13,8,3,0,5,2,10,7,1,6,12,14,9,15,15,38
11,4,13,8,3,5,0,2,10,7,1,6,12,14,9,15,15,37
11,4,13,8,3,5,1,2,10,7,0,6,12,14,9,15,15,36
11,4,13,8,3,5,1,2,10,7,6,0,12,14,9,15,15,35
11,4,13,8,3,5,1,2,10,7,6,15,12,14,9,0,14,36
11,4,13,8,3,5,1,2,10,7,6,15,12,14,0,9,15,37
11,4,13,8,3,5,1,2,10,7,0,15,12,14,6,9,15,38
11,4,13,8,3,5,1,2,10,0,7,15,12,14,6,9,15,37
11,4,13,8,3,5,1,2,10,14,7,15,12,0,6,9,16,38
11,4,13,8,3,5,1,2,10,14,7,15,0,12,6,9,16,37
11,4,13,8,3,5,1,2,0,14,7,15,10,12,6,9,16,38
11,4,13,8,3,5,1,2,14,0,7,15,10,12,6,9,16,39
11,4,13,8,3,0,1,2,14,5,7,15,10,12,6,9,16,40
11,4,13,8,3,1,0,2,14,5,7,15,10,12,6,9,16,39
11,4,13,8,3,1,7,2,14,5,0,15,10,12,6,9,15,38
11,4,13,8,3,1,7,2,14,5,6,15,10,12,0,9,15,37
11,4,13,8,3,1,7,2,14,5,6,15,10,12,9,0,14,36
11,4,13,8,3,1,7,2,14,5,6,0,10,12,9,15,15,35
11,4,13,8,3,1,7,0,14,5,6,2,10,12,9,15,15,36
11,4,13,0,3,1,7,8,14,5,6,2,10,12,9,15,14,35
11,4,0,13,3,1,7,8,14,5,6,2,10,12,9,15,14,36
11,4,7,13,3,1,0,8,14,5,6,2,10,12,9,15,15,37
11,4,7,13,3,1,8,0,14,5,6,2,10,12,9,15,16,38
11,4,7,0,3,1,8,13,14,5,6,2,10,12,9,15,16,37
11,4,0,7,3,1,8,13,14,5,6,2,10,12,9,15,16,38
11,0,4,7,3,1,8,13,14,5,6,2,10,12,9,15,16,37
11,1,4,7,3,0,8,13,14,5,6,2,10,12,9,15,16,36
11,1,4,7,3,8,0,13,14,5,6,2,10,12,9,15,16,37
11,1,0,7,3,8,4,13,14,5,6,2,10,12,9,15,16,38
11,0,1,7,3,8,4,13,14,5,6,2,10,12,9,15,16,39
0,11,1,7,3,8,4,13,14,5,6,2,10,12,9,15,16,38
3,11,1,7,0,8,4,13,14,5,6,2,10,12,9,15,16,37
3,11,1,7,14,8,4,13,0,5,6,2,10,12,9,15,16,38
3,11,1,7,14,8,4,13,5,0,6,2,10,12,9,15,16,37
3,11,1,7,14,8,4,13,5,12,6,2,10,0,9,15,16,36
3,11,1,7,14,8,4,13,5,12,6,2,0,10,9,15,16,35
3,11,1,7,14,8,4,13,0,12,6,2,5,10,9,15,16,36
3,11,1,7,0,8,4,13,14,12,6,2,5,10,9,15,16,35
0,11,1,7,3,8,4,13,14,12,6,2,5,10,9,15,16,36
11,0,1,7,3,8,4,13,14,12,6,2,5,10,9,15,16,37
11,8,1,7,3,0,4,13,14,12,6,2,5,10,9,15,16,38
11,8,1,7,3,12,4,13,14,0,6,2,5,10,9,15,16,39
11,8,1,7,3,12,4,13,14,10,6,2,5,0,9,15,15,38
11,8,1,7,3,12,4,13,14,10,6,2,5,9,0,15,15,37
11,8,1,7,3,12,4,13,14,10,6,2,5,9,15,0,13,36
11,8,1,7,3,12,4,13,14,10,6,0,5,9,15,2,14,37
11,8,1,7,3,12,4,13,14,10,0,6,5,9,15,2,14,38
11,8,1,7,3,12,4,13,14,0,10,6,5,9,15,2,15,39
11,8,1,7,3,0,4,13,14,12,10,6,5,9,15,2,15,38
11,0,1,7,3,8,4,13,14,12,10,6,5,9,15,2,15,37
0,11,1,7,3,8,4,13,14,12,10,6,5,9,15,2,15,36
3,11,1,7,0,8,4,13,14,12,10,6,5,9,15,2,15,35
3,11,1,7,8,0,4,13,14,12,10,6,5,9,15,2,15,36
3,11,1,7,8,12,4,13,14,0,10,6,5,9,15,2,15,37
3,11,1,7,8,12,4,13,0,14,10,6,5,9,15,2,15,36
3,11,1,7,8,12,4,13,5,14,10,6,0,9,15,2,15,35
3,11,1,7,8,12,4,13,5,14,10,6,9,0,15,2,15,34
3,11,1,7,8,12,4,13,5,0,10,6,9,14,15,2,14,33
3,11,1,7,8,0,4,13,5,12,10,6,9,14,15,2,14,32
3,0,1,7,8,11,4,13,5,12,10,6,9,14,15,2,14,31
3,1,0,7,8,11,4,13,5,12,10,6,9,14,15,2,14,30
3,1,7,0,8,11,4,13,5,12,10,6,9,14,15,2,14,29
3,1,7,13,8,11,4,0,5,12,10,6,9,14,15,2,14,30
3,1,7,13,8,11,4,6,5,12,10,0,9,14,15,2,14,29
3,1,7,13,8,11,4,6,5,12,10,2,9,14,15,0,13,28
3,1,7,13,8,11,4,6,5,12,10,2,9,14,0,15,15,29
3,1,7,13,8,11,4,6,5,12,10,2,9,0,14,15,16,30
3,1,7,13,8,11,4,6,5,0,10,2,9,12,14,15,16,31
3,1,7,13,8,11,4,6,5,10,0,2,9,12,14,15,15,30
3,1,7,13,8,11,4,6,5,10,2,0,9,12,14,15,15,29
3,1,7,13,8,11,4,0,5,10,2,6,9,12,14,15,15,30
3,1,7,13,8,11,0,4,5,10,2,6,9,12,14,15,15,29
3,1,0,13,8,11,7,4,5,10,2,6,9,12,14,15,14,28
3,0,1,13,8,11,7,4,5,10,2,6,9,12,14,15,14,29
3,11,1,13,8,0,7,4,5,10,2,6,9,12,14,15,14,30
3,11,1,13,8,10,7,4,5,0,2,6,9,12,14,15,15,31
3,11,1,13,8,10,7,4,0,5,2,6,9,12,14,15,15,32
3,11,1,13,0,10,7,4,8,5,2,6,9,12,14,15,15,33
3,11,1,13,10,0,7,4,8,5,2,6,9,12,14,15,15,34
3,0,1,13,10,11,7,4,8,5,2,6,9,12,14,15,15,33
3,1,0,13,10,11,7,4,8,5,2,6,9,12,14,15,15,32
3,1,13,0,10,11,7,4,8,5,2,6,9,12,14,15,15,31
3,1,13,4,10,11,7,0,8,5,2,6,9,12,14,15,14,30
3,1,13,4,10,11,0,7,8,5,2,6,9,12,14,15,15,31
3,1,13,4,10,11,2,7,8,5,0,6,9,12,14,15,15,30
3,1,13,4,10,11,2,7,8,5,14,6,9,12,0,15,15,31
3,1,13,4,10,11,2,7,8,5,14,6,9,12,15,0,13,30
3,1,13,4,10,11,2,7,8,5,14,0,9,12,15,6,14,31
3,1,13,4,10,11,2,0,8,5,14,7,9,12,15,6,14,32
3,1,13,4,10,11,0,2,8,5,14,7,9,12,15,6,14,33
3,1,13,4,10,0,11,2,8,5,14,7,9,12,15,6,14,32
3,1,13,4,0,10,11,2,8,5,14,7,9,12,15,6,14,31
0,1,13,4,3,10,11,2,8,5,14,7,9,12,15,6,14,32
1,0,13,4,3,10,11,2,8,5,14,7,9,12,15,6,13,31
1,10,13,4,3,0,11,2,8,5,14,7,9,12,15,6,13,32
1,10,13,4,3,11,0,2,8,5,14,7,9,12,15,6,13,33
1,10,13,4,3,11,14,2,8,5,0,7,9,12,15,6,13,34
1,10,13,4,3,11,14,2,8,0,5,7,9,12,15,6,13,35
1,10,13,4,3,11,14,2,0,8,5,7,9,12,15,6,13,34
1,10,13,4,0,11,14,2,3,8,5,7,9,12,15,6,13,35
0,10,13,4,1,11,14,2,3,8,5,7,9,12,15,6,14,36
10,0,13,4,1,11,14,2,3,8,5,7,9,12,15,6,14,37
10,11,13,4,1,0,14,2,3,8,5,7,9,12,15,6,14,38
10,11,13,4,0,1,14,2,3,8,5,7,9,12,15,6,14,39
0,11,13,4,10,1,14,2,3,8,5,7,9,12,15,6,14,38
11,0,13,4,10,1,14,2,3,8,5,7,9,12,15,6,14,39
11,13,0,4,10,1,14,2,3,8,5,7,9,12,15,6,14,38
11,13,14,4,10,1,0,2,3,8,5,7,9,12,15,6,14,39
11,13,14,4,10,0,1,2,3,8,5,7,9,12,15,6,14,40
11,0,14,4,10,13,1,2,3,8,5,7,9,12,15,6,14,39
11,14,0,4,10,13,1,2,3,8,5,7,9,12,15,6,14,38
11,14,4,0,10,13,1,2,3,8,5,7,9,12,15,6,15,39
11,14,4,2,10,13,1,0,3,8,5,7,9,12,15,6,15,38
11,14,4,2,10,13,1,7,3,8,5,0,9,12,15,6,15,37
11,14,4,2,10,13,1,7,3,8,5,6,9,12,15,0,14,36
11,14,4,2,10,13,1,7,3,8,5,6,9,12,0,15,16,37
11,14,4,2,10,13,1,7,3,8,0,6,9,12,5,15,16,38
11,14,4,2,10,13,0,7,3,8,1,6,9,12,5,15,16,39
11,14,0,2,10,13,4,7,3,8,1,6,9,12,5,15,16,40
11,14,2,0,10,13,4,7,3,8,1,6,9,12,5,15,16,39
11,14,2,7,10,13,4,0,3,8,1,6,9,12,5,15,16,40
11,14,2,7,10,13,0,4,3,8,1,6,9,12,5,15,16,39
11,14,2,7,10,0,13,4,3,8,1,6,9,12,5,15,16,40
11,14,2,7,0,10,13,4,3,8,1,6,9,12,5,15,16,39
11,14,2,7,3,10,13,4,0,8,1,6,9,12,5,15,16,38
