6,6
3,1,16,2,6,12,8,20,4,11,5,18,7,25,10,14,17,24,13,0,15,9,22,34,19,26,21,27,23,30,31,32,33,28,29,35,30,44
8,3,4,5,6,12,2,1,9,10,11,23,7,14,15,16,17,18,13,0,21,22,24,35,31,20,25,27,30,29,32,19,26,33,28,34,26,38
1,10,11,6,0,12,7,4,8,9,17,5,13,14,2,3,23,18,19,20,16,15,30,28,25,26,27,21,34,24,31,32,33,29,22,35,23,44
2,8,3,4,5,6,9,7,15,10,11,12,1,14,17,22,18,23,31,0,20,21,29,16,26,13,27,35,34,24,19,28,25,32,33,30,27,44
7,8,22,16,0,4,9,1,14,17,10,12,13,5,15,3,2,6,19,20,23,18,24,11,25,26,21,27,29,30,31,32,33,28,34,35,24,48
1,2,3,4,5,6,7,9,15,24,10,11,14,25,8,18,22,12,19,13,21,29,23,16,32,31,26,28,30,17,27,0,20,33,34,35,25,44
1,8,2,5,11,6,7,0,3,4,16,12,13,14,9,15,27,17,19,20,21,10,24,18,32,31,26,28,23,22,25,33,34,30,35,29,25,36
14,7,0,4,5,6,1,9,3,10,11,12,21,2,15,16,17,18,8,32,20,27,24,30,13,19,31,23,29,35,26,25,33,22,28,34,24,44
2,7,9,3,5,6,27,1,8,15,4,12,0,14,10,22,11,18,19,16,21,20,24,30,13,31,26,17,28,35,25,32,33,34,23,29,26,44
7,1,2,4,5,6,19,3,14,10,11,12,9,13,0,21,17,18,25,8,16,15,29,23,26,20,32,22,24,30,31,28,33,27,34,35,25,38
