8,8
1,2,3,4,14,5,15,8,9,10,11,12,13,7,6,16,17,18,19,20,29,21,23,24,25,26,27,28,37,22,31,32,33,34,35,44,36,30,47,39,41,42,51,43,45,38,46,40,0,50,59,52,53,62,63,48,49,57,58,60,61,56,54,55,30,36
1,2,3,4,5,6,7,8,9,10,11,0,13,14,15,16,17,18,19,12,21,22,23,24,25,26,27,20,29,30,32,39,34,35,36,28,44,37,38,31,33,41,43,60,52,45,46,40,50,42,51,61,53,54,55,47,49,57,58,59,62,63,56,48,32,40
17,9,2,4,5,6,7,8,18,1,3,11,21,14,15,16,10,34,19,13,12,22,23,24,25,35,27,20,28,29,31,32,0,33,26,36,37,30,39,40,41,42,43,44,45,38,46,47,49,50,51,52,53,54,55,48,57,58,59,60,61,62,63,56,25,34
1,2,3,4,6,15,14,7,9,10,11,12,5,13,23,8,17,18,19,20,21,22,32,16,25,26,27,28,29,38,30,24,33,34,35,36,37,31,0,39,41,42,43,44,45,46,47,40,49,50,51,53,62,61,54,48,57,58,59,52,60,63,56,55,27,34
1,2,3,4,5,6,7,8,19,10,11,12,13,14,15,16,0,18,27,20,21,22,23,24,25,9,35,28,29,30,31,32,17,26,33,36,37,38,39,40,42,34,43,44,45,46,47,48,41,50,51,52,62,61,54,56,49,57,58,59,60,53,55,63,22,30
1,2,3,4,5,6,7,8,9,0,11,12,13,14,15,16,17,10,18,20,21,22,23,24,33,27,19,28,29,30,31,32,42,25,35,36,37,38,39,40,34,51,43,44,53,46,47,48,50,26,49,45,52,54,55,56,41,57,58,59,60,61,62,63,24,32
0,9,3,4,5,6,7,8,2,1,10,12,13,14,15,16,17,18,11,19,21,22,23,24,25,26,28,27,29,30,31,32,33,34,35,20,37,38,47,39,41,42,43,36,44,53,54,40,49,50,51,52,62,45,46,55,57,58,59,60,61,63,56,48,24,34
1,3,10,5,12,6,7,8,9,2,11,4,14,22,15,16,17,18,0,19,21,13,24,32,25,26,28,20,30,37,31,23,33,34,27,35,36,29,39,40,41,42,43,44,45,38,55,47,49,50,51,52,53,46,54,48,57,58,59,60,61,62,63,56,29,34
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,41,33,35,36,37,38,39,40,49,43,42,45,46,54,47,48,57,58,34,51,53,52,55,56,50,0,59,44,60,61,62,63,20,24
1,2,4,11,5,6,7,8,9,0,27,3,13,14,15,16,10,18,19,12,20,22,23,24,17,25,26,28,21,30,31,32,33,34,35,36,29,46,38,39,41,42,43,44,37,45,47,40,49,50,51,52,53,54,55,48,57,58,59,60,61,62,63,56,21,24
