8,8
2,9,5,12,0,6,7,16,1,10,4,14,30,31,8,22,3,17,19,11,20,15,32,23,18,26,25,29,27,40,24,47,41,34,36,28,21,13,37,48,35,33,58,43,39,56,44,46,42,57,51,52,38,53,45,63,50,49,59,60,55,54,61,62,54,108
1,2,10,4,30,14,23,8,9,19,12,6,7,16,15,13,26,25,17,3,22,37,55,21,18,27,11,52,20,28,32,0,34,35,44,36,5,54,40,46,41,33,43,59,31,29,39,24,50,57,58,60,53,56,38,63,42,51,49,62,61,45,47,48,53,116
1,2,3,5,6,22,23,15,9,10,20,4,19,7,30,16,17,27,11,36,14,47,13,8,25,18,26,0,37,29,32,24,33,34,45,35,28,61,54,39,57,41,21,12,62,31,38,40,58,42,52,43,53,46,63,55,49,51,50,59,60,48,56,44,53,104
18,10,13,19,12,5,4,24,3,2,21,17,20,31,8,7,11,28,14,37,29,16,6,15,25,9,26,27,30,23,47,46,1,34,60,35,36,54,0,22,41,33,50,45,39,56,40,32,42,57,44,61,43,38,55,53,58,51,49,59,52,62,63,48,58,132
1,3,2,19,11,14,24,15,9,29,13,4,35,16,6,7,27,17,25,12,28,10,8,31,5,37,33,36,20,23,21,38,18,26,59,34,54,22,40,32,58,49,42,45,46,30,39,47,60,57,52,43,53,61,55,48,41,0,50,44,51,62,63,56,58,128
20,9,35,12,11,6,15,8,17,1,19,14,7,0,4,31,18,10,27,37,3,5,21,24,25,50,2,38,36,13,32,16,33,41,34,23,46,28,48,39,26,51,52,44,22,62,30,55,43,42,58,60,45,29,54,47,49,57,59,61,53,63,56,40,57,124
1,2,3,4,13,5,8,15,9,10,11,12,6,21,7,16,17,18,19,30,20,22,31,23,26,50,27,43,37,14,24,39,25,41,51,35,48,40,29,32,33,34,62,59,28,46,55,47,49,58,42,54,53,61,63,38,57,60,36,0,52,56,44,45,46,94
1,2,3,4,12,5,16,31,9,18,10,23,14,39,32,7,17,42,11,19,20,30,0,8,43,25,13,6,36,38,24,15,33,34,27,29,21,44,40,22,41,26,28,45,54,35,37,47,58,52,50,59,46,48,55,63,49,57,51,60,53,56,61,62,53,110
9,1,4,12,7,14,16,22,18,19,37,2,11,5,15,8,3,20,52,45,13,21,6,31,10,33,17,26,38,39,24,23,25,42,36,30,44,40,48,32,41,27,28,34,29,55,47,63,49,50,43,35,0,51,56,62,57,58,59,53,60,61,54,46,56,120
1,25,11,4,6,7,16,15,9,18,5,3,12,14,8,24,17,2,19,27,0,21,23,30,50,26,35,10,34,39,13,56,33,51,36,20,28,38,31,45,41,60,58,46,47,29,32,37,57,42,49,61,40,44,22,54,59,52,43,53,62,55,63,48,52,120
