6,6
1,21,3,16,4,15,25,28,12,20,24,27,0,23,11,26,10,22,17,2,34,7,18,32,6,14,13,35,30,8,31,29,9,33,19,5,33,122
19,27,4,3,7,18,32,34,31,33,9,23,16,15,13,12,24,10,8,5,29,6,11,28,17,25,20,26,22,30,35,0,21,14,1,2,35,122
11,15,23,13,24,30,26,18,5,8,12,6,16,14,35,7,29,34,21,10,1,3,33,2,19,4,9,25,20,31,27,0,28,32,22,17,35,124
15,18,8,30,7,1,9,12,33,21,6,22,25,5,17,23,2,3,26,29,10,20,28,35,16,24,13,19,34,32,27,14,31,0,11,4,36,128
8,1,33,25,19,10,35,9,2,16,18,24,7,27,12,11,21,31,26,14,5,20,4,22,23,6,17,29,0,32,13,34,15,28,3,30,36,118
29,9,5,19,14,35,28,2,11,0,23,33,7,32,10,21,16,30,27,25,13,15,34,20,26,8,17,31,3,4,6,24,12,1,18,22,36,138
30,35,22,3,8,25,34,7,12,6,29,15,28,31,33,10,5,27,4,2,9,16,13,11,32,26,19,14,23,21,18,1,20,17,24,0,34,134
4,5,0,3,12,8,32,33,20,27,35,10,25,24,14,26,23,21,31,13,30,29,22,16,7,11,18,15,1,9,2,28,6,34,19,17,35,126
22,8,7,21,13,10,12,31,27,33,25,0,35,19,9,16,34,23,18,17,3,14,29,6,2,26,32,4,20,5,28,24,15,1,30,11,34,132
15,31,28,35,32,18,9,4,5,25,27,24,0,17,12,7,10,6,14,21,16,29,3,22,1,30,23,20,13,34,19,11,2,33,8,26,36,132
