8,8
2,33,17,1,16,14,5,38,11,3,15,19,9,27,24,7,51,20,4,37,21,22,0,32,41,44,46,25,54,23,13,8,58,6,10,29,18,53,62,12,43,63,35,40,61,42,30,50,34,57,36,45,31,48,39,55,59,49,60,47,52,26,56,28,62,210
10,19,26,34,5,22,6,16,7,1,15,33,62,46,52,23,17,35,36,21,43,20,8,14,25,3,59,13,51,32,45,30,11,44,0,47,4,50,29,61,60,58,28,41,12,2,40,38,42,27,9,24,37,53,39,56,49,55,18,63,57,54,31,48,60,220
9,2,13,21,14,63,4,56,26,15,11,20,48,7,8,39,17,19,44,58,12,25,5,30,43,61,3,18,16,29,6,31,10,57,33,34,47,50,35,55,38,28,52,27,24,59,46,41,1,51,60,54,49,23,37,40,36,42,22,0,53,62,32,45,60,220
9,58,18,33,25,20,0,57,21,34,13,1,29,10,11,14,38,17,3,5,32,63,8,4,19,41,12,55,7,6,61,46,35,15,59,39,23,45,16,24,26,2,28,43,40,47,30,48,42,27,51,36,37,22,62,53,31,49,50,44,60,52,56,54,62,226
19,29,2,12,23,20,14,15,18,7,13,9,56,6,8,32,11,1,39,36,16,21,24,48,52,22,10,27,17,3,31,55,42,40,0,35,49,5,62,28,38,59,43,33,51,47,45,25,41,34,26,50,63,4,60,53,61,46,58,30,37,54,44,57,62,220
10,33,16,12,34,26,21,24,17,5,3,19,32,7,6,40,18,4,14,37,30,54,56,28,58,43,20,31,44,47,8,0,1,11,42,9,22,29,48,62,49,2,38,57,46,36,39,52,41,51,55,27,35,13,61,23,25,50,59,60,15,53,45,63,62,206
12,5,4,16,18,15,14,23,17,8,21,0,11,24,29,39,3,13,1,25,19,40,6,31,9,30,34,36,62,22,48,51,2,20,37,26,32,41,47,61,52,35,7,10,44,28,63,55,42,33,57,49,53,54,46,43,50,58,38,27,59,56,45,60,61,208
29,22,4,7,0,11,3,38,51,17,9,6,41,24,12,59,49,20,28,21,10,16,15,30,36,2,27,1,40,37,44,32,42,53,19,52,45,33,8,14,26,13,5,39,55,31,25,48,50,60,18,35,34,54,62,23,61,57,43,47,56,58,46,63,60,224
1,10,13,27,15,30,38,4,9,16,3,21,29,18,6,14,19,17,2,44,36,20,48,24,25,45,26,22,57,11,37,8,28,43,5,23,7,12,32,31,41,53,59,51,39,54,63,40,35,52,60,50,55,47,56,58,42,33,49,0,62,34,61,46,59,182
19,41,18,22,8,40,23,16,17,1,35,26,25,2,6,36,30,10,59,54,14,39,63,37,15,21,52,62,4,47,9,11,5,60,27,43,24,45,55,56,58,28,42,38,51,50,7,61,49,33,0,13,48,29,46,20,34,57,53,44,32,3,12,31,63,260
