8,8
1,2,3,12,4,8,7,16,9,10,11,5,13,0,23,15,17,18,19,20,29,21,31,24,25,26,27,28,14,6,38,32,33,34,35,36,53,22,30,47,41,42,43,44,45,37,46,39,49,50,51,52,61,54,55,40,57,58,59,60,62,63,56,48,27,42
17,1,2,4,6,13,7,8,25,9,3,12,5,14,15,16,0,18,10,27,20,21,22,24,26,28,11,19,29,30,23,31,35,34,43,36,37,39,40,32,33,41,42,44,45,38,47,48,49,50,51,52,53,46,54,55,57,58,59,60,61,62,63,56,34,42
1,2,3,4,5,6,7,8,9,10,21,11,13,14,15,16,17,18,19,12,22,23,30,24,25,26,36,35,20,28,29,32,33,42,34,27,37,39,31,46,41,43,51,44,45,38,48,40,49,50,60,59,52,53,47,56,57,0,58,62,61,55,54,63,33,48
1,2,4,12,5,6,7,8,9,11,19,3,13,14,15,16,18,10,27,20,21,22,23,24,17,26,28,36,29,30,31,32,25,34,35,44,37,38,39,40,42,0,43,51,46,53,48,56,33,41,59,60,54,55,47,63,57,49,50,58,45,62,52,61,34,48
1,2,3,5,13,6,7,16,9,10,20,21,28,14,8,15,17,19,0,12,4,22,23,24,26,18,11,27,37,29,30,32,25,34,35,36,39,38,31,40,33,42,43,44,53,45,46,48,41,57,50,51,52,54,47,55,58,49,59,60,61,62,63,56,36,46
1,2,11,3,4,14,6,7,9,18,10,12,5,15,8,16,17,26,19,13,30,21,24,32,25,28,35,20,29,22,23,40,33,34,27,37,38,39,31,48,41,42,43,36,45,46,47,56,49,50,51,44,61,52,54,63,57,58,59,0,60,53,62,55,41,48
1,2,3,5,6,13,7,8,9,10,11,4,21,14,15,16,17,27,20,22,12,30,23,24,34,25,18,19,29,0,31,32,26,42,36,28,37,38,39,40,33,41,35,44,45,46,47,48,49,43,50,52,53,54,55,56,57,58,51,59,60,61,62,63,30,38
2,1,0,11,3,4,7,8,9,17,10,5,22,6,15,16,18,27,19,12,14,13,23,24,25,26,36,20,21,29,31,32,41,34,43,28,37,30,39,40,35,33,42,44,45,38,47,48,49,50,51,52,54,46,55,56,57,58,59,60,53,61,62,63,34,46
1,2,3,4,5,6,7,8,9,10,11,12,13,22,14,15,17,18,19,20,21,23,32,16,25,26,27,28,38,29,31,24,33,34,35,36,37,30,48,40,41,42,43,52,44,47,54,55,49,50,51,60,45,56,62,63,57,58,59,0,46,53,61,39,26,40
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,25,17,18,21,0,22,23,24,26,19,28,20,29,30,32,48,33,34,27,44,36,38,39,31,41,42,35,43,37,53,40,56,49,50,51,54,62,45,46,63,57,58,59,52,60,61,47,55,31,42
