4,8
1,2,3,4,5,6,7,8,9,10,19,11,12,14,15,16,17,18,0,20,13,30,24,22,25,26,27,28,21,29,31,23,11,12
1,2,3,4,5,6,7,8,9,10,0,11,12,14,15,16,17,18,19,20,13,30,24,22,25,26,27,28,21,29,31,23,10,11
1,2,3,4,5,6,7,8,9,10,11,0,12,14,15,16,17,18,19,20,13,30,24,22,25,26,27,28,21,29,31,23,9,10
1,2,3,4,5,6,7,8,9,10,11,12,0,14,15,16,17,18,19,20,13,30,24,22,25,26,27,28,21,29,31,23,8,9
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,30,24,22,25,26,27,28,21,29,31,23,7,8
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,30,24,22,25,26,27,28,0,29,31,23,6,7
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,30,24,22,25,26,27,28,29,0,31,23,5,6
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,30,24,22,25,26,27,28,29,31,0,23,6,7
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,30,0,22,25,26,27,28,29,31,24,23,6,8
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,30,22,0,25,26,27,28,29,31,24,23,6,7
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,30,22,23,25,26,27,28,29,31,24,0,5,6
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,30,22,23,25,26,27,28,29,31,0,24,6,5
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,30,22,23,25,26,27,28,29,0,31,24,5,4
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,0,22,23,25,26,27,28,29,30,31,24,4,3
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,0,23,25,26,27,28,29,30,31,24,3,2
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,0,25,26,27,28,29,30,31,24,2,1
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,0,0,0
