4,8
9,25,2,21,5,7,30,15,18,6,13,23,28,11,29,0,3,1,19,26,22,31,8,24,4,17,20,27,10,12,16,14,29,82
18,30,3,4,11,13,29,8,10,9,20,7,1,6,14,23,26,17,5,22,0,15,16,31,25,12,19,2,27,21,28,24,28,70
26,30,27,5,4,22,14,16,19,17,2,11,1,7,24,6,12,18,9,28,23,13,29,31,3,25,20,21,15,0,8,10,31,84
19,9,22,8,13,14,3,16,11,1,10,2,12,31,4,0,17,18,26,29,30,5,24,15,27,25,20,28,21,6,23,7,29,64
20,1,13,19,22,24,16,7,2,5,9,27,21,12,15,31,0,25,3,10,28,11,6,8,18,26,17,29,4,14,30,23,30,72
26,11,23,8,29,12,5,6,3,9,13,0,15,20,31,22,17,2,10,27,21,19,14,30,1,25,4,18,28,24,7,16,30,76
2,11,20,9,12,16,22,23,19,18,10,5,24,8,31,6,1,17,13,15,3,14,4,21,25,26,27,28,29,0,7,30,27,68
1,19,23,28,2,11,4,5,25,10,3,27,18,15,13,8,0,26,31,29,22,24,16,30,12,9,17,14,20,21,6,7,30,82
2,21,0,12,18,7,3,31,25,26,29,5,6,15,4,23,28,22,1,24,11,30,10,14,19,17,9,20,8,27,16,13,32,96
2,28,0,13,26,8,7,23,18,3,12,20,21,16,15,6,11,17,19,10,29,24,14,30,1,9,25,4,27,5,22,31,29,66
